,date,hour,PUN,AUST,BSP,CNOR,COAC,CORS,CSUD,FRAN,GREC,MALT,MONT,NORD,ROSN,SARD,SICI,SLOV,SUD,SVIZ,XAUS,XFRA,CALA,XGRE,gb_price_eur,datetime
0,2022-01-01,1,170.28,170.28,170.28,170.28,250.0,170.28,170.28,170.28,170.28,170.28,170.28,170.28,,170.28,170.28,170.28,170.28,170.28,170.28,170.28,170.28,170.28,89.24,2022-01-01 00:00:00
1,2022-01-01,2,155.72,155.72,155.72,155.72,250.0,155.72,155.72,155.72,155.72,155.72,155.72,155.72,,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,89.24,2022-01-01 01:00:00
2,2022-01-01,3,147.09,147.09,147.09,147.09,250.0,147.09,147.09,147.09,147.09,147.09,147.09,147.09,,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,108.52,2022-01-01 02:00:00
3,2022-01-01,4,91.0,91.0,91.0,91.0,250.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,57.12,2022-01-01 03:00:00
4,2022-01-01,5,104.0,104.0,104.0,104.0,250.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,83.29,2022-01-01 04:00:00
5,2022-01-01,6,140.6,140.6,140.6,140.6,250.0,140.6,140.6,140.6,140.6,140.6,140.6,140.6,,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,0.0,2022-01-01 05:00:00
6,2022-01-01,7,147.09,147.09,147.09,147.09,250.0,147.09,147.09,147.09,147.09,147.09,147.09,147.09,,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,64.49,2022-01-01 06:00:00
7,2022-01-01,8,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,-22.85,2022-01-01 07:00:00
8,2022-01-01,9,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,35.7,2022-01-01 08:00:00
9,2022-01-01,10,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,-10.23,2022-01-01 09:00:00
10,2022-01-01,11,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,-3.81,2022-01-01 10:00:00
11,2022-01-01,12,150.7,150.7,150.7,150.7,150.7,150.7,150.7,150.7,150.7,150.7,150.7,150.7,,150.7,150.7,150.7,150.7,150.7,150.7,150.7,150.7,150.7,-5.71,2022-01-01 11:00:00
12,2022-01-01,13,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,-25.58,2022-01-01 12:00:00
13,2022-01-01,14,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,-0.95,2022-01-01 13:00:00
14,2022-01-01,15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-21.42,2022-01-01 14:00:00
15,2022-01-01,16,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,23.8,2022-01-01 15:00:00
16,2022-01-01,17,169.78,169.78,169.78,169.78,169.78,169.78,169.78,169.78,169.78,169.78,169.78,169.78,,169.78,169.78,169.78,169.78,169.78,169.78,169.78,169.78,169.78,-11.9,2022-01-01 16:00:00
17,2022-01-01,18,203.1,203.1,203.1,203.1,203.1,203.1,203.1,203.1,203.1,203.1,203.1,203.1,,203.1,203.1,203.1,203.1,203.1,203.1,203.1,203.1,203.1,19.87,2022-01-01 17:00:00
18,2022-01-01,19,205.83,205.83,205.83,205.83,205.83,205.83,205.83,205.83,205.83,205.83,205.83,205.83,,205.83,205.83,205.83,205.83,205.83,205.83,205.83,205.83,205.83,-23.8,2022-01-01 18:00:00
19,2022-01-01,20,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66,,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66,49.98,2022-01-01 19:00:00
20,2022-01-01,21,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66,,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66,-9.52,2022-01-01 20:00:00
21,2022-01-01,22,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,82.1,2022-01-01 21:00:00
22,2022-01-01,23,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,33.32,2022-01-01 22:00:00
23,2022-01-01,24,162.44,162.44,162.44,162.44,250.0,162.44,162.44,162.44,162.44,162.44,162.44,162.44,,162.44,162.44,162.44,162.44,162.44,162.44,162.44,162.44,162.44,108.04,2022-01-01 23:00:00
24,2022-01-02,1,151.12983,148.08,148.08,148.08,155.72,155.72,155.72,148.08,155.72,155.72,155.72,148.08,,155.72,155.72,148.08,155.72,148.08,148.08,148.08,155.72,155.72,188.36,2022-01-02 00:00:00
25,2022-01-02,2,142.85,142.85,142.85,142.85,142.85,142.85,142.85,142.85,142.85,142.85,142.85,142.85,,142.85,142.85,142.85,142.85,142.85,142.85,142.85,142.85,142.85,204.31,2022-01-02 01:00:00
26,2022-01-02,3,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,226.08,2022-01-02 02:00:00
27,2022-01-02,4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,172.54,2022-01-02 03:00:00
28,2022-01-02,5,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,208.95,2022-01-02 04:00:00
29,2022-01-02,6,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,159.45,2022-01-02 05:00:00
30,2022-01-02,7,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,193.96,2022-01-02 06:00:00
31,2022-01-02,8,153.7821,152.61,152.61,152.61,155.72,155.72,155.72,152.61,155.72,155.72,155.72,152.61,,155.72,155.72,152.61,155.72,152.61,152.61,152.61,155.72,155.72,137.49,2022-01-02 07:00:00
32,2022-01-02,9,152.59,152.59,152.59,152.59,152.59,152.59,152.59,152.59,152.59,152.59,152.59,152.59,,152.59,152.59,152.59,152.59,152.59,152.59,152.59,152.59,152.59,178.49,2022-01-02 08:00:00
33,2022-01-02,10,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,162.3,2022-01-02 09:00:00
34,2022-01-02,11,167.98,167.98,167.98,167.98,167.98,167.98,167.98,167.98,167.98,167.98,167.98,167.98,,167.98,167.98,167.98,167.98,167.98,167.98,167.98,167.98,167.98,178.49,2022-01-02 10:00:00
35,2022-01-02,12,175.08,175.08,175.08,175.08,175.08,175.08,175.08,175.08,175.08,175.08,175.08,175.08,,175.08,175.08,175.08,175.08,175.08,175.08,175.08,175.08,175.08,220.13,2022-01-02 11:00:00
36,2022-01-02,13,189.58,189.58,189.58,189.58,189.58,189.58,189.58,189.58,189.58,189.58,189.58,189.58,,189.58,189.58,189.58,189.58,189.58,189.58,189.58,189.58,189.58,209.31,2022-01-02 12:00:00
37,2022-01-02,14,169.69,169.69,169.69,169.69,169.69,169.69,169.69,169.69,169.69,169.69,169.69,169.69,,169.69,169.69,169.69,169.69,169.69,169.69,169.69,169.69,169.69,226.56,2022-01-02 13:00:00
38,2022-01-02,15,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,217.75,2022-01-02 14:00:00
39,2022-01-02,16,167.75,167.75,167.75,167.75,167.75,167.75,167.75,167.75,167.75,167.75,167.75,167.75,,167.75,167.75,167.75,167.75,167.75,167.75,167.75,167.75,167.75,248.69,2022-01-02 15:00:00
40,2022-01-02,17,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21,,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21,217.75,2022-01-02 16:00:00
41,2022-01-02,18,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,251.07,2022-01-02 17:00:00
42,2022-01-02,19,225.19,225.19,225.19,225.19,225.19,225.19,225.19,225.19,225.19,225.19,225.19,225.19,,225.19,225.19,225.19,225.19,225.19,225.19,225.19,225.19,225.19,230.84,2022-01-02 18:00:00
43,2022-01-02,20,216.29,216.29,216.29,216.29,216.29,216.29,216.29,216.29,216.29,216.29,216.29,216.29,,216.29,216.29,216.29,216.29,216.29,216.29,216.29,216.29,216.29,221.68,2022-01-02 19:00:00
44,2022-01-02,21,202.67367,199.64,199.64,199.64,199.64,199.64,199.64,199.64,199.64,240.0,199.64,199.64,,199.64,240.0,199.64,199.64,199.64,199.64,199.64,199.64,199.64,230.84,2022-01-02 20:00:00
45,2022-01-02,22,178.41,178.41,178.41,178.41,178.41,178.41,178.41,178.41,178.41,178.41,178.41,178.41,,178.41,178.41,178.41,178.41,178.41,178.41,178.41,178.41,178.41,207.64,2022-01-02 21:00:00
46,2022-01-02,23,154.44,154.44,154.44,154.44,154.44,154.44,154.44,154.44,154.44,154.44,154.44,154.44,,154.44,154.44,154.44,154.44,154.44,154.44,154.44,154.44,154.44,212.76,2022-01-02 22:00:00
47,2022-01-02,24,144.79,144.79,144.79,144.79,144.79,144.79,144.79,144.79,144.79,144.79,144.79,144.79,,144.79,144.79,144.79,144.79,144.79,144.79,144.79,144.79,144.79,206.09,2022-01-02 23:00:00
48,2022-01-03,1,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,226.65,2022-01-03 00:00:00
49,2022-01-03,2,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,232.61,2022-01-03 01:00:00
50,2022-01-03,3,84.62,84.62,84.62,84.62,84.62,84.62,84.62,84.62,84.62,84.62,84.62,84.62,,84.62,84.62,84.62,84.62,84.62,84.62,84.62,84.62,84.62,226.65,2022-01-03 02:00:00
51,2022-01-03,4,83.27,83.27,83.27,83.27,83.27,83.27,83.27,83.27,83.27,83.27,83.27,83.27,,83.27,83.27,83.27,83.27,83.27,83.27,83.27,83.27,83.27,226.65,2022-01-03 03:00:00
52,2022-01-03,5,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,226.65,2022-01-03 04:00:00
53,2022-01-03,6,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,223.07,2022-01-03 05:00:00
54,2022-01-03,7,164.46,164.46,164.46,164.46,164.46,164.46,164.46,164.46,164.46,164.46,164.46,164.46,,164.46,164.46,164.46,164.46,164.46,164.46,164.46,164.46,164.46,226.65,2022-01-03 06:00:00
55,2022-01-03,8,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03,,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03,226.65,2022-01-03 07:00:00
56,2022-01-03,9,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,223.07,2022-01-03 08:00:00
57,2022-01-03,10,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,219.61,2022-01-03 09:00:00
58,2022-01-03,11,239.51,239.51,239.51,239.51,239.51,239.51,239.51,239.51,239.51,239.51,239.51,239.51,,239.51,239.51,239.51,239.51,239.51,239.51,239.51,239.51,239.51,229.03,2022-01-03 10:00:00
59,2022-01-03,12,212.22,212.22,212.22,212.22,212.22,212.22,212.22,212.22,212.22,212.22,212.22,212.22,,212.22,212.22,212.22,212.22,212.22,212.22,212.22,212.22,212.22,250.51,2022-01-03 11:00:00
60,2022-01-03,13,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03,,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03,239.53,2022-01-03 12:00:00
61,2022-01-03,14,199.89,199.89,199.89,199.89,199.89,199.89,199.89,199.89,199.89,199.89,199.89,199.89,,199.89,199.89,199.89,199.89,199.89,199.89,199.89,199.89,199.89,261.48,2022-01-03 13:00:00
62,2022-01-03,15,207.16,207.16,207.16,207.16,207.16,207.16,207.16,207.16,207.16,207.16,207.16,207.16,,207.16,207.16,207.16,207.16,207.16,207.16,207.16,207.16,207.16,246.93,2022-01-03 14:00:00
63,2022-01-03,16,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,328.04,2022-01-03 15:00:00
64,2022-01-03,17,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,290.59,2022-01-03 16:00:00
65,2022-01-03,18,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,308.24,2022-01-03 17:00:00
66,2022-01-03,19,305.27316,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,382.14,300.0,300.0,,300.0,382.14,300.0,300.0,300.0,300.0,300.0,300.0,300.0,280.33,2022-01-03 18:00:00
67,2022-01-03,20,282.07698,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,382.14,275.0,275.0,,275.0,382.14,275.0,275.0,275.0,275.0,275.0,275.0,275.0,243.59,2022-01-03 19:00:00
68,2022-01-03,21,232.29791,221.16,221.16,221.16,221.16,221.16,221.16,221.16,221.16,382.14,221.16,221.16,,221.16,382.14,221.16,221.16,221.16,221.16,221.16,221.16,221.16,239.77,2022-01-03 20:00:00
69,2022-01-03,22,199.08,199.08,199.08,199.08,199.08,199.08,199.08,199.08,199.08,199.08,199.08,199.08,,199.08,199.08,199.08,199.08,199.08,199.08,199.08,199.08,199.08,223.67,2022-01-03 21:00:00
70,2022-01-03,23,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,250.51,2022-01-03 22:00:00
71,2022-01-03,24,161.01,161.01,161.01,161.01,161.01,161.01,161.01,161.01,161.01,161.01,161.01,161.01,,161.01,161.01,161.01,161.01,161.01,161.01,161.01,161.01,161.01,253.85,2022-01-03 23:00:00
72,2022-01-04,1,150.55,150.55,150.55,150.55,150.55,150.55,150.55,150.55,150.55,150.55,150.55,150.55,,150.55,150.55,150.55,150.55,150.55,150.55,150.55,150.55,150.55,280.47,2022-01-04 00:00:00
73,2022-01-04,2,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,263.69,2022-01-04 01:00:00
74,2022-01-04,3,113.29,113.29,113.29,113.29,113.29,113.29,113.29,113.29,113.29,113.29,113.29,113.29,,113.29,113.29,113.29,113.29,113.29,113.29,113.29,113.29,113.29,240.68,2022-01-04 02:00:00
75,2022-01-04,4,105.80926,105.80926,105.80926,105.80926,105.80926,105.80926,105.80926,105.80926,105.80926,105.80926,105.80926,105.80926,,105.80926,105.80926,105.80926,105.80926,105.80926,105.80926,105.80926,105.80926,105.80926,290.06,2022-01-04 03:00:00
76,2022-01-04,5,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,270.89,2022-01-04 04:00:00
77,2022-01-04,6,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,251.71,2022-01-04 05:00:00
78,2022-01-04,7,156.91,156.91,156.91,156.91,156.91,156.91,156.91,156.91,156.91,156.91,156.91,156.91,,156.91,156.91,156.91,156.91,156.91,156.91,156.91,156.91,156.91,257.7,2022-01-04 06:00:00
79,2022-01-04,8,182.64315,182.64315,182.64315,182.64315,182.64315,182.64315,182.64315,182.64315,182.64315,182.64315,182.64315,182.64315,,182.64315,182.64315,182.64315,182.64315,182.64315,182.64315,182.64315,182.64315,182.64315,238.88,2022-01-04 07:00:00
80,2022-01-04,9,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,257.1,2022-01-04 08:00:00
81,2022-01-04,10,192.8,192.8,192.8,192.8,192.8,192.8,192.8,192.8,192.8,192.8,192.8,192.8,,192.8,192.8,192.8,192.8,192.8,192.8,192.8,192.8,192.8,243.68,2022-01-04 09:00:00
82,2022-01-04,11,189.88,189.88,189.88,189.88,189.88,189.88,189.88,189.88,189.88,189.88,189.88,189.88,,189.88,189.88,189.88,189.88,189.88,189.88,189.88,189.88,189.88,253.15,2022-01-04 10:00:00
83,2022-01-04,12,182.42,182.42,182.42,182.42,182.42,182.42,182.42,182.42,182.42,182.42,182.42,182.42,,182.42,182.42,182.42,182.42,182.42,182.42,182.42,182.42,182.42,256.5,2022-01-04 11:00:00
84,2022-01-04,13,182.46,182.46,182.46,182.46,182.46,182.46,182.46,182.46,182.46,182.46,182.46,182.46,,182.46,182.46,182.46,182.46,182.46,182.46,182.46,182.46,182.46,263.69,2022-01-04 12:00:00
85,2022-01-04,14,179.59261,179.59261,179.59261,179.59261,179.59261,179.59261,179.59261,179.59261,179.59261,179.59261,179.59261,179.59261,,179.59261,179.59261,179.59261,179.59261,179.59261,179.59261,179.59261,179.59261,179.59261,269.69,2022-01-04 13:00:00
86,2022-01-04,15,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,237.32,2022-01-04 14:00:00
87,2022-01-04,16,180.93289,180.93289,180.93289,180.93289,180.93289,180.93289,180.93289,180.93289,180.93289,180.93289,180.93289,180.93289,,180.93289,180.93289,180.93289,180.93289,180.93289,180.93289,180.93289,180.93289,180.93289,379.6,2022-01-04 15:00:00
88,2022-01-04,17,192.27,192.27,192.27,192.27,192.27,192.27,192.27,192.27,192.27,192.27,192.27,192.27,,192.27,192.27,192.27,192.27,192.27,192.27,192.27,192.27,192.27,385.11,2022-01-04 16:00:00
89,2022-01-04,18,201.21,201.21,201.21,201.21,201.21,201.21,201.21,201.21,201.21,201.21,201.21,201.21,,201.21,201.21,201.21,201.21,201.21,201.21,201.21,201.21,201.21,373.25,2022-01-04 17:00:00
90,2022-01-04,19,202.74775,197.19,197.19,197.19,197.19,197.19,197.19,197.19,197.19,285.0,197.19,197.19,,197.19,285.0,197.19,197.19,197.19,197.19,197.19,197.19,197.19,366.3,2022-01-04 18:00:00
91,2022-01-04,20,193.55942,190.35,190.35,190.35,190.35,190.35,190.35,190.35,190.35,240.0,190.35,190.35,,190.35,240.0,190.35,190.35,190.35,190.35,190.35,190.35,190.35,338.97,2022-01-04 19:00:00
92,2022-01-04,21,170.84,170.84,170.84,170.84,170.84,170.84,170.84,170.84,170.84,170.84,170.84,170.84,,170.84,170.84,170.84,170.84,170.84,170.84,170.84,170.84,170.84,357.19,2022-01-04 20:00:00
93,2022-01-04,22,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,328.42,2022-01-04 21:00:00
94,2022-01-04,23,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,319.55,2022-01-04 22:00:00
95,2022-01-04,24,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,314.04,2022-01-04 23:00:00
96,2022-01-05,1,142.6,142.6,142.6,142.6,142.6,142.6,142.6,142.6,142.6,142.6,142.6,142.6,,142.6,142.6,142.6,142.6,142.6,142.6,142.6,142.6,142.6,116.94,2022-01-05 00:00:00
97,2022-01-05,2,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,98.25,2022-01-05 01:00:00
98,2022-01-05,3,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,109.27,2022-01-05 02:00:00
99,2022-01-05,4,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,129.4,2022-01-05 03:00:00
100,2022-01-05,5,79.10927,79.10927,79.10927,79.10927,79.10927,79.10927,79.10927,79.10927,79.10927,79.10927,79.10927,79.10927,,79.10927,79.10927,79.10927,79.10927,79.10927,79.10927,79.10927,79.10927,79.10927,124.61,2022-01-05 04:00:00
101,2022-01-05,6,94.79055,94.79055,94.79055,94.79055,94.79055,94.79055,94.79055,94.79055,94.79055,94.79055,94.79055,94.79055,,94.79055,94.79055,94.79055,94.79055,94.79055,94.79055,94.79055,94.79055,94.79055,108.55,2022-01-05 05:00:00
102,2022-01-05,7,181.41,181.41,181.41,181.41,181.41,181.41,181.41,181.41,181.41,181.41,181.41,181.41,,181.41,181.41,181.41,181.41,181.41,181.41,181.41,181.41,181.41,110.23,2022-01-05 06:00:00
103,2022-01-05,8,215.98,215.98,215.98,215.98,215.98,215.98,215.98,215.98,215.98,215.98,215.98,215.98,,215.98,215.98,215.98,215.98,215.98,215.98,215.98,215.98,215.98,101.85,2022-01-05 07:00:00
104,2022-01-05,9,218.95,218.95,218.95,218.95,218.95,218.95,218.95,218.95,218.95,218.95,218.95,218.95,,218.95,218.95,218.95,218.95,218.95,218.95,218.95,218.95,218.95,104.24,2022-01-05 08:00:00
105,2022-01-05,10,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,94.36,2022-01-05 09:00:00
106,2022-01-05,11,224.44677,224.44677,224.44677,224.44677,224.44677,224.44677,224.44677,224.44677,224.44677,224.44677,224.44677,224.44677,,224.44677,224.44677,224.44677,224.44677,224.44677,224.44677,224.44677,224.44677,224.44677,90.1,2022-01-05 10:00:00
107,2022-01-05,12,217.92,217.92,217.92,217.92,217.92,217.92,217.92,217.92,217.92,217.92,217.92,217.92,,217.92,217.92,217.92,217.92,217.92,217.92,217.92,217.92,217.92,100.65,2022-01-05 11:00:00
108,2022-01-05,13,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,73.09,2022-01-05 12:00:00
109,2022-01-05,14,214.9,214.9,214.9,214.9,214.9,214.9,214.9,214.9,214.9,214.9,214.9,214.9,,214.9,214.9,214.9,214.9,214.9,214.9,214.9,214.9,214.9,104.24,2022-01-05 13:00:00
110,2022-01-05,15,217.92,217.92,217.92,217.92,217.92,217.92,217.92,217.92,217.92,217.92,217.92,217.92,,217.92,217.92,217.92,217.92,217.92,217.92,217.92,217.92,217.92,104.12,2022-01-05 14:00:00
111,2022-01-05,16,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,119.76,2022-01-05 15:00:00
112,2022-01-05,17,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,120.78,2022-01-05 16:00:00
113,2022-01-05,18,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,144.26,2022-01-05 17:00:00
114,2022-01-05,19,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,126.65,2022-01-05 18:00:00
115,2022-01-05,20,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,167.27,2022-01-05 19:00:00
116,2022-01-05,21,241.93,241.93,241.93,241.93,241.93,241.93,241.93,241.93,241.93,241.93,241.93,241.93,,241.93,241.93,241.93,241.93,241.93,241.93,241.93,241.93,241.93,143.78,2022-01-05 20:00:00
117,2022-01-05,22,218.95,218.95,218.95,218.95,218.95,218.95,218.95,218.95,218.95,218.95,218.95,218.95,,218.95,218.95,218.95,218.95,218.95,218.95,218.95,218.95,218.95,156.12,2022-01-05 21:00:00
118,2022-01-05,23,207.46376,207.46376,207.46376,207.46376,207.46376,207.46376,207.46376,207.46376,207.46376,207.46376,207.46376,207.46376,,207.46376,207.46376,207.46376,207.46376,207.46376,207.46376,207.46376,207.46376,207.46376,141.86,2022-01-05 22:00:00
119,2022-01-05,24,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,149.77,2022-01-05 23:00:00
120,2022-01-06,1,207.14604,207.14604,207.14604,207.14604,207.14604,207.14604,207.14604,207.14604,207.14604,207.14604,207.14604,207.14604,,207.14604,207.14604,207.14604,207.14604,207.14604,207.14604,207.14604,207.14604,207.14604,170.12,2022-01-06 00:00:00
